keyword_name,ADF_Statistics_wiki,ADF_p_value_wiki,ADF_critical_values_wiki,ADF_Statistics_news,ADF_p_value_news,ADF_critical_values_news,ssr_ftest_pValue_lag1,ssr_ftest_pValue_lag2,ssr_ftest_pValue_lag3,ssr_ftest_pValue_lag4,ssr_ftest_pValue_lag5,ssr_ftest_pValue_lag6,ssr_ftest_pValue_lag7,lowest_lag
Verletzte,-10.625117303633761,5.389879477778134e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-3.5051798578880335,0.00785505660647865,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",0.1696,0.255,0.296,0.4579,0.5518,0.6054,0.5363,
Verletzter,-5.48358620289913,2.2557816856467863e-06,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-11.739617274939791,1.282970357658822e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.9952,0.9392,0.0014,0.0038,0.0076,0.0258,0.0501,3.0
Verlängerung,-12.117703973461742,1.8559010050898695e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.44544207133603,1.4843211163694603e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.0797,0.2149,0.3453,0.5185,0.3838,0.4542,0.4004,
Verstappen,-7.13526442959999,3.434166713981915e-10,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-3.085218255366754,0.027666619929658052,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",0.0,0.0002,0.0,0.0001,0.0001,0.0003,0.0002,1.0
Vertrag,-2.3699905790647007,0.1503860695647838,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",-10.012752994305679,1.7609338104983376e-17,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.3476,0.5951,0.6767,0.6909,0.8216,0.894,0.9925,
Video,-4.081347904788019,0.0010396115128328857,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",-6.954987269762948,9.479401674706426e-10,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",0.3035,0.2482,0.1708,0.3522,0.4881,0.6207,0.6841,
Viel,-12.427624166476933,4.005983206386043e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-6.69641807836514,3.9890899278723056e-09,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.9172,0.9568,0.9826,0.9177,0.9628,0.7334,0.8392,
Viele,-10.313372536734267,3.1429132122247998e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.64498034449029,4.821583414121841e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.0151,0.0409,0.1581,0.1702,0.3502,0.5055,0.6165,1.0
Vier,-7.03557936888245,6.028445742824111e-10,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-9.745862975151022,8.259565766654363e-17,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.2037,0.0377,0.0499,0.0906,0.1544,0.0213,0.0273,6.0
Viertelfinale,-12.245512405705147,9.804335879308171e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-11.513936552591385,4.194407048430406e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.7146,0.8214,0.3269,0.2597,0.4028,0.5238,0.4952,
Viktoria,-2.1644468173306155,0.21940124049209503,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-3.8367731742838265,0.002552708313627366,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",0.7579,0.4988,0.7825,0.4731,0.3626,0.4699,0.5842,
Virus,-1.1928723839192032,0.6766542922607153,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-10.860324103135627,1.4519424539478083e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.4276,0.0859,0.1988,0.2995,0.2943,0.4345,0.4645,
Vom,-9.988563699242368,2.0245858237532434e-17,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-6.913785700046108,1.193756664510293e-09,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.5718,0.1775,0.2707,0.2806,0.3805,0.4793,0.4773,
Von,-7.599986184687433,2.403553636129483e-11,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-10.591231753038882,6.519969215898707e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.1382,0.2463,0.268,0.0435,0.0317,0.0428,0.0192,7.0
Vor,-12.08966344133729,2.1370921658106577e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-3.4048135250844513,0.010795869286581064,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",0.133,0.2177,0.3589,0.4513,0.5271,0.6572,0.4594,
Wahl,-1.3023753952423505,0.6280848679541718,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-3.6382546211706894,0.005070416259438774,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",0.6744,0.9693,0.9187,0.7774,0.8922,0.9502,0.9826,
Wald,-1.9884759544815405,0.29164873855789225,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-4.817585951920922,5.032605053416418e-05,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",0.2268,0.4333,0.4718,0.4178,0.52,0.7571,0.8681,
Walijewa,-4.504240624586015,0.00019319947198443265,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",-3.045157219496885,0.030887111979582257,"{'1%': -3.477261624048995, '5%': -2.8821181874544233, '10%': -2.5777431104939494}",0.7667,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Wann,-8.464013357480198,1.5398770541665746e-13,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-4.597849659398068,0.00013035360862544883,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",0.5384,0.2923,0.2554,0.4983,0.5797,0.4566,0.548,
Warnstreik,-2.1453167330566885,0.22668702816222336,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-2.644890941530631,0.08406953561615116,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",0.9543,0.2097,0.2832,0.2862,0.418,0.0833,0.2274,
Warnung,-5.157055265274978,1.0751901937175671e-05,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-3.480862960099924,0.008492392724228389,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",0.271,0.3682,0.4904,0.2987,0.3871,0.3537,0.3612,
Wasser,-2.653266652406608,0.0824801177598497,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",-11.505200519032469,4.3931193015771195e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.6802,0.9391,0.9916,0.9973,0.9458,0.401,0.6245,
Wechsel,-2.5918205365601525,0.09469960785599751,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-9.787585044789347,6.481310778140733e-17,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.0678,0.1948,0.3708,0.4001,0.3703,0.5749,0.6966,
Weg,-4.87645368797309,3.8747800403151825e-05,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-6.739644892730819,3.1425312957898305e-09,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.7027,0.0119,0.0148,0.012,0.0196,0.0391,0.0042,7.0
Weihnachten,-3.4416042345395863,0.009619754278892823,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-2.2533333125083517,0.18746066715789672,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Weil,-6.421647905435037,1.7854364371537654e-08,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-2.6703627293765546,0.07930871297441483,"{'1%': -3.4776006742422374, '5%': -2.882265832283648, '10%': -2.5778219289774156}",0.3057,0.0534,0.1023,0.1462,0.2591,0.3662,0.4836,
Weiter,-8.540859919986328,9.791981907520543e-14,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-3.9496215697820825,0.0016985392383060277,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",0.6772,0.1532,0.2919,0.4302,0.5974,0.3738,0.5458,
Welche,-6.840777251787577,1.7936133753264779e-09,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-1.3367662552012036,0.6121884308558843,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",0.9949,0.9091,0.9805,0.0834,0.0798,0.0966,0.1045,
Welle,-3.1396064541584847,0.023757625128867976,"{'1%': -3.4769274060112707, '5%': -2.8819726324025625, '10%': -2.577665408088415}",-4.79448077227775,5.572364384006605e-05,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",0.5479,0.8366,0.9193,0.9679,0.9548,0.5684,0.6562,
Welt,-3.2293162926673973,0.018349226294400233,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-2.5598519611003208,0.10158215132692489,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",0.0138,0.1718,0.5284,0.3167,0.2189,0.1902,0.2267,1.0
Weniger,-10.472100723646873,1.276454505044028e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2.9540454614081524,0.039414581799631254,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",0.4485,0.062,0.1655,0.099,0.2911,0.425,0.5999,
Wer,-11.817250885521705,8.579746323125562e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-0.3093790731230726,0.9241654306660855,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",0.7932,0.6578,0.6046,0.7642,0.9258,0.133,0.2054,
Werder,-3.2786396394735355,0.01586070402613067,"{'1%': -3.477261624048995, '5%': -2.8821181874544233, '10%': -2.5777431104939494}",-11.316954437416367,1.2000689513254143e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.6031,0.7369,0.3189,0.1123,0.1547,0.2965,0.5417,
Wert,-12.629108858924093,1.518555474938722e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-11.231880440545282,1.8985731934851033e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.2381,0.3095,0.409,0.46,0.599,0.3271,0.4038,
Westen,-1.912624696181758,0.3261455610675894,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-8.269348077887875,4.840442083988159e-13,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.0033,0.0683,0.0636,0.1808,0.3855,0.4899,0.5546,1.0
Wetter,-2.961943919212802,0.03860445518165557,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",-9.638468306051216,1.5436392129630398e-16,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.4086,0.7743,0.1136,0.1718,0.2322,0.3565,0.4796,
Wieder,-11.580676582035181,2.9481589415364542e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-5.329916303503708,4.746090582607667e-06,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.1003,0.1884,0.1003,0.0844,0.1249,0.1083,0.1611,
Will,-12.026826669261757,2.9357549643658503e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-3.984694408686188,0.0014928107560546813,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",0.3515,0.0293,0.0798,0.0473,0.0745,0.142,0.0706,2.0
Wind,-4.85771383905884,4.212297715795501e-05,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-2.2904765301091046,0.17505787916355248,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",0.2364,0.1481,0.2626,0.1033,0.0897,0.0541,0.1418,
Winter,-9.104616787016928,3.5300080410555636e-15,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-11.983671875030273,3.6550894925878666e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.4164,0.5912,0.764,0.7553,0.7741,0.8153,0.8645,
Winterspiele,-2.19701472776493,0.20733072211178105,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-4.622002880079169,0.00011763023009160576,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",0.1868,0.6758,0.9291,0.4754,0.4768,0.4272,0.3779,
Wirtschaft,-3.22381287641281,0.01864701683040918,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",-6.72507033263318,3.4059833011839623e-09,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.0511,0.025,0.0435,0.0474,0.1628,0.2648,0.342,2.0
Wo,-4.236107814094725,0.0005720608887428497,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",-3.343480335047921,0.013043303331959761,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",0.4287,0.5016,0.6577,0.4106,0.5681,0.6638,0.6279,
Woche,-1.6293161831321605,0.46784867064820373,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",-2.0789227655351232,0.2530738787151114,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",0.0318,0.0262,0.049,0.0019,0.0,0.0001,0.0075,5.0
Wochenende,-3.1679516126849667,0.021916340113121113,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",-1.8363792072996632,0.3625557811016336,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",0.1887,0.4155,0.293,0.071,0.1126,0.1731,0.5928,
Wohnhaus,-10.45503625749438,1.4058446815073252e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-6.870863039704863,1.516927521843586e-09,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.3664,0.434,0.3559,0.4728,0.5766,0.3108,0.361,
Wohnung,-9.137063513122307,2.916375548125904e-15,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-11.6151250027269,2.4594356916162192e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.8919,0.9782,0.991,0.9982,0.996,0.9951,0.9788,
Wolf,-1.4183181816385941,0.5734633310853094,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",-2.6290483502986084,0.0871409418892296,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",0.5003,0.7262,0.6036,0.3197,0.6131,0.2126,0.4505,
Wolfsburg,-6.374896464626744,2.2966574512852155e-08,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-10.615566424211556,5.686753828508901e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.2516,0.3578,0.0338,0.0262,0.0164,0.0366,0.0482,5.0
Wolken,-4.400200589464844,0.0002965900855580942,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-4.2993569593260155,0.0004453527031088609,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",0.8779,0.7676,0.8812,0.9447,0.9832,0.9864,0.9907,
Wüst,-2.782673323252729,0.06079170159620489,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",-6.7322070298941235,3.2743617907751755e-09,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.9711,0.8301,0.916,0.8209,0.6676,0.3503,0.4029,
York,-3.0545402501777463,0.030105498828158873,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-10.550939081618633,8.179569761744572e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.54,0.8022,0.9445,0.9732,0.8556,0.697,0.7834,
Zahl,-3.8583898966027914,0.0023633350668613934,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",-1.6062644920081364,0.480445923948794,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",0.2591,0.0363,0.0891,0.2095,0.3617,0.183,0.2762,2.0
Zahlen,-10.039289793991832,1.511225436551609e-17,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.291444243086296,3.561348368477166e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.5667,0.7507,0.8782,0.974,0.9304,0.6679,0.7249,
Zehn,-9.713688967176287,9.959546922299833e-17,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-12.771774407267383,7.743170462211602e-24,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.4117,0.1948,0.3604,0.3311,0.1312,0.2452,0.3958,
Zeichen,-10.646904750627082,4.769844693183289e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-5.019246796452918,2.0326764975610758e-05,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.5642,0.894,0.9566,0.9873,0.9955,0.9979,0.9998,
Zeit,-9.391222508012758,6.553090231505051e-16,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-9.963304312886608,2.3424175300851338e-17,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.0028,0.0052,0.0151,0.0127,0.0165,0.0322,0.0508,1.0
Zeugen,-2.729728625604924,0.06903367638023315,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",-12.180148052734953,1.3574199691921594e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.522,0.843,0.8257,0.6735,0.7593,0.8566,0.8508,
Zeynep,-4.395443046131663,0.00030239343880579495,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",-7.194037265569533,2.461083655959026e-10,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.0508,0.0008,0.0001,0.0,0.0,0.0,0.0,4.0
Ziel,-2.9035063327952217,0.04494177535582283,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",-7.583736590699627,2.6400873330075874e-11,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.2929,0.5779,0.4941,0.6397,0.6873,0.7132,0.8578,
Zoll,-2.2457018428306847,0.19007819859771308,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-2.541296297201184,0.10574699901676277,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",0.8286,0.0479,0.0035,0.007,0.0111,0.0203,0.0987,3.0
Zoo,-2.863301311140285,0.04978501815008288,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",-3.4189423955199576,0.01032982880291248,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",0.481,0.4001,0.0902,0.1827,0.3087,0.6953,0.8837,
Zu,-11.263397162199594,1.601338721060827e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.492016124055022,1.1405423692950748e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.8466,0.92,0.8234,0.9035,0.7928,0.8365,0.8276,
Zug,-4.861603335724402,4.140000246243658e-05,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",-5.973391315536787,1.9125707997261847e-07,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",0.2482,0.1868,0.1247,0.1949,0.3048,0.3148,0.3847,
Zukunft,-11.207911852593899,2.1615795297193164e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-8.617248876539131,6.242113892916553e-14,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.1891,0.2739,0.4518,0.5787,0.462,0.6167,0.8148,
Zum,-11.245164917605267,1.767012085155036e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-11.683416266542581,1.719651348552582e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.4416,0.7023,0.6672,0.7397,0.6752,0.7405,0.5988,
