keyword_name,ADF_Statistics_wiki_before_diff,ADF_p_value_wiki_before_diff,ADF_critical_values_wiki_before_diff,ADF_Statistics_news_before_diff,ADF_p_value_news_before_diff,ADF_critical_values_news_before_diff,ADF_stationary_wiki_before_diff,ADF_stationary_news_before_diff,KPSS_stationary_wiki_before_diff,KPSS_stationary_news_before_diff,ADF_Statistics_wiki_after_diff,ADF_p_value_wiki_after_diff,ADF_critical_values_wiki_after_diff,ADF_Statistics_news_after_diff,ADF_p_value_news_after_diff,ADF_critical_values_news_after_diff,ADF_stationary_wiki_after_diff,ADF_stationary_news_after_diff,KPSS_stationary_wiki_after_diff,KPSS_stationary_news_after_diff,ssr_ftest_pValue_lag1_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag2_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag3_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag4_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag5_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag6_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag7_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag1_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag2_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag3_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag4_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag5_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag6_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag7_after_diff_Wikipedia_grangerCauses_News,lowest_lag_after_diff_News_grangerCauses_Wikipedia,lowest_lag_after_diff_Wikipedia_grangerCauses_News
Landtag,-8.939565996072014,9.332683136439668e-15,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-8.939565996072014,9.332683136439668e-15,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-8.042238418092582,1.8338645006482537e-12,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-8.042238418092582,1.8338645006482537e-12,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,False,False,0.4258,0.5236,0.697,0.565,0.5962,0.721,0.7605,0.7316,0.9431,0.9226,0.9222,0.9639,0.9674,0.9269,,
Landtagswahl,-7.046290076993093,5.6756003913007e-10,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-7.046290076993093,5.6756003913007e-10,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-8.701316391936718,3.802500667012955e-14,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",-8.701316391936718,3.802500667012955e-14,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0605,0.2371,0.8558,0.5543,0.7714,0.7809,0.6829,1.0,
Lastwagen,-12.597900221063231,1.762240456950601e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-12.597900221063231,1.762240456950601e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-11.738618580189128,1.2896508009736118e-21,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-11.738618580189128,1.2896508009736118e-21,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",True,True,True,True,0.9764,0.814,0.3397,0.5753,0.544,0.607,0.6229,0.4097,0.6268,0.8297,0.7931,0.2429,0.2259,0.0705,,
Lauterbach,-6.822374144455297,1.9868661888616042e-09,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-6.822374144455297,1.9868661888616042e-09,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-7.401971038355778,7.51385241713373e-11,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-7.401971038355778,7.51385241713373e-11,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,True,0.7899,0.9857,0.8511,0.916,0.9326,0.9567,0.9698,0.8521,0.7979,0.9626,0.9491,0.9714,0.9725,0.9899,,
League,-10.603194105304457,6.096012128025201e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.603194105304457,6.096012128025201e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-6.332688525243621,2.8804002924983528e-08,"{'1%': -3.4769274060112707, '5%': -2.8819726324025625, '10%': -2.577665408088415}",-6.332688525243621,2.8804002924983528e-08,"{'1%': -3.4769274060112707, '5%': -2.8819726324025625, '10%': -2.577665408088415}",True,True,True,True,0.1945,0.0738,0.3746,0.4315,0.218,0.1207,0.1456,0.0065,0.0163,0.104,0.2093,0.1416,0.023,0.0222,,1.0
Leben,-2.519101023727825,0.11089573885185033,"{'1%': -3.4769274060112707, '5%': -2.8819726324025625, '10%': -2.577665408088415}",-2.519101023727825,0.11089573885185033,"{'1%': -3.4769274060112707, '5%': -2.8819726324025625, '10%': -2.577665408088415}",False,False,True,False,-9.879292500305338,3.807832220790704e-17,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-9.879292500305338,3.807832220790704e-17,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,True,0.0953,0.0406,0.0994,0.1103,0.1147,0.197,0.036,0.1413,0.42,0.8483,0.5396,0.5856,0.3637,0.4032,7.0,
Lehrer,-2.066870648951656,0.2580429817538925,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-2.066870648951656,0.2580429817538925,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",False,False,False,True,-12.64506050881061,1.4076119556575885e-23,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-12.64506050881061,1.4076119556575885e-23,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,True,0.5674,0.7094,0.8808,0.6923,0.7614,0.7441,0.8355,0.2265,0.2368,0.3697,0.4867,0.6897,0.8863,0.9267,,
Leiche,-10.115971519542015,9.722548244506729e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.115971519542015,9.722548244506729e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,True,-11.387331357628291,8.228547294124541e-21,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-11.387331357628291,8.228547294124541e-21,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",True,True,True,True,0.9773,0.9207,0.6453,0.6664,0.7817,0.8861,0.9398,0.3429,0.1513,0.3166,0.4327,0.459,0.5595,0.6893,,
Leipzig,-9.189009696320129,2.1484952686550464e-15,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-9.189009696320129,2.1484952686550464e-15,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-8.329636107546552,3.3959667971206363e-13,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-8.329636107546552,3.3959667971206363e-13,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,True,0.6273,0.9206,0.7859,0.8985,0.9302,0.9677,0.6667,0.2133,0.5181,0.5811,0.4438,0.0368,0.0566,0.0089,,7.0
Leipziger,-6.892463612349323,1.3447373733288847e-09,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",-6.892463612349323,1.3447373733288847e-09,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",True,True,True,False,-7.842322774266256,5.892029080099217e-12,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",-7.842322774266256,5.892029080099217e-12,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",True,True,True,True,0.3691,0.1472,0.2034,0.3052,0.61,0.6254,0.733,0.0213,0.0278,0.0441,0.0478,0.0622,0.1507,0.2847,,1.0
Leute,-12.71447543797911,1.0134764758392731e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-12.71447543797911,1.0134764758392731e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-6.256052310396962,4.336330002498568e-08,"{'1%': -3.4776006742422374, '5%': -2.882265832283648, '10%': -2.5778219289774156}",-6.256052310396962,4.336330002498568e-08,"{'1%': -3.4776006742422374, '5%': -2.882265832283648, '10%': -2.5778219289774156}",True,True,True,True,0.3624,0.6896,0.7877,0.8249,0.5916,0.7438,0.5647,0.8328,0.909,0.7261,0.7772,0.8563,0.9413,0.9681,,
Leverkusen,-10.377607071659114,2.1808517324589645e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.377607071659114,2.1808517324589645e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-10.559489545481508,7.794965894289967e-19,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-10.559489545481508,7.794965894289967e-19,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",True,True,True,True,0.4451,0.5311,0.0937,0.12,0.2086,0.4131,0.0361,0.7127,0.2541,0.016,0.0382,0.1163,0.0369,0.0098,7.0,7.0
Lewandowski,-4.76568605770548,6.323058964029208e-05,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",-4.76568605770548,6.323058964029208e-05,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",True,True,True,True,-13.87890984565195,6.263626387544385e-26,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-13.87890984565195,6.263626387544385e-26,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,True,True,0.1317,0.3725,0.5881,0.6217,0.7958,0.7981,0.8997,0.8449,0.4237,0.0961,0.0591,0.1266,0.0872,0.1095,,
Licht,-1.8082332271376045,0.3763818540985481,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",-1.8082332271376045,0.3763818540985481,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",False,False,False,False,-4.196126935692006,0.0006689178763405695,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",-4.196126935692006,0.0006689178763405695,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",True,True,True,True,0.2648,0.0732,0.0757,0.1594,0.2124,0.1221,0.0844,0.6239,0.8869,0.7778,0.8012,0.5626,0.479,0.4355,,
Liebe,-3.6447686489343716,0.004960621449836747,"{'1%': -3.477261624048995, '5%': -2.8821181874544233, '10%': -2.5777431104939494}",-3.6447686489343716,0.004960621449836747,"{'1%': -3.477261624048995, '5%': -2.8821181874544233, '10%': -2.5777431104939494}",True,True,True,True,-6.301410488022368,3.404946682012242e-08,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",-6.301410488022368,3.404946682012242e-08,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",True,True,True,True,0.4739,0.2867,0.5272,0.2428,0.0671,0.0181,0.0378,0.0023,0.0007,0.0046,0.0054,0.0071,0.0134,0.0141,6.0,2.0
Liga,-6.7774028374382524,2.5500036686536e-09,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-6.7774028374382524,2.5500036686536e-09,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",True,True,True,True,-7.4949556041030405,4.40452693530903e-11,"{'1%': -3.477261624048995, '5%': -2.8821181874544233, '10%': -2.5777431104939494}",-7.4949556041030405,4.40452693530903e-11,"{'1%': -3.477261624048995, '5%': -2.8821181874544233, '10%': -2.5777431104939494}",True,True,False,True,0.1362,0.3814,0.4132,0.4451,0.1428,0.0998,0.0858,0.5751,0.9785,0.4938,0.3338,0.3546,0.055,0.0701,,
Lindner,-5.33511499761231,4.629328458152238e-06,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-5.33511499761231,4.629328458152238e-06,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,-6.624446255607182,5.924578777085788e-09,"{'1%': -3.4769274060112707, '5%': -2.8819726324025625, '10%': -2.577665408088415}",-6.624446255607182,5.924578777085788e-09,"{'1%': -3.4769274060112707, '5%': -2.8819726324025625, '10%': -2.577665408088415}",True,True,True,True,0.6695,0.5341,0.6043,0.7391,0.8587,0.8679,0.8903,0.3439,0.3616,0.6346,0.68,0.7697,0.8631,0.6537,,
Linke,-5.1053392745122705,1.3676541147891462e-05,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-5.1053392745122705,1.3676541147891462e-05,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,True,True,-6.303250496742959,3.371642510133467e-08,"{'1%': -3.4769274060112707, '5%': -2.8819726324025625, '10%': -2.577665408088415}",-6.303250496742959,3.371642510133467e-08,"{'1%': -3.4769274060112707, '5%': -2.8819726324025625, '10%': -2.577665408088415}",True,True,True,True,0.0974,0.3133,0.2686,0.5016,0.492,0.5561,0.1607,0.3821,0.7935,0.6993,0.8705,0.9459,0.6885,0.4613,,
Liverpool,-3.237124559546125,0.01793385329062578,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-3.237124559546125,0.01793385329062578,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,True,-9.629078658355928,1.6305240060500713e-16,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-9.629078658355928,1.6305240060500713e-16,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,False,True,0.7782,0.5565,0.2161,0.1618,0.0568,0.076,0.1603,0.5252,0.252,0.3387,0.2293,0.5543,0.7673,0.9294,,
